                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                 2.5468,                0.96432,                 2.0411,                0.97041,                0.96061,                 0.9877,                 0.6107,                 2.7944,                0.90084,                 2.2759,              0.0007922,              0.0007922,              0.0007922
                     63,                 2.5588,                0.98426,                 2.0293,                0.97653,                0.95922,                0.98828,                0.61601,                 2.7709,                0.89389,                 2.2695,              0.0007724,              0.0007724,              0.0007724
                     64,                 2.5606,                0.99436,                 2.0854,                0.96659,                0.97267,                0.98947,                0.61762,                 2.7672,                0.87883,                 2.2647,              0.0007526,              0.0007526,              0.0007526
                     65,                 2.4812,                0.95289,                 2.0209,                0.97173,                0.95766,                0.98531,                0.59902,                 2.8552,                0.90927,                  2.298,              0.0007328,              0.0007328,              0.0007328
                     66,                 2.5473,                0.97256,                 2.0649,                0.96461,                0.96878,                0.98825,                0.61458,                 2.7771,                 0.8795,                 2.2729,               0.000713,               0.000713,               0.000713
                     67,                 2.5659,                0.99417,                 2.0567,                0.97656,                0.96061,                0.98963,                0.61888,                 2.7887,                0.89086,                 2.2672,              0.0006932,              0.0006932,              0.0006932
                     68,                 2.5221,                0.98976,                 2.0352,                0.97431,                0.94738,                0.98607,                0.61966,                 2.7992,                0.88491,                 2.2815,              0.0006734,              0.0006734,              0.0006734
                     69,                 2.4873,                0.94495,                 2.0431,                0.96836,                0.96638,                0.98871,                0.60744,                 2.8461,                0.88995,                 2.2904,              0.0006536,              0.0006536,              0.0006536
                     70,                 2.5358,                0.97352,                 2.0486,                0.97401,                0.95965,                0.98924,                0.61437,                 2.7927,                 0.8839,                 2.2689,              0.0006338,              0.0006338,              0.0006338
                     71,                  2.463,                 1.0354,                 2.0257,                0.97299,                0.96542,                0.98951,                0.60749,                 2.8603,                0.88173,                 2.2911,               0.000614,               0.000614,               0.000614
                     72,                 2.5115,                0.95765,                 2.0358,                0.97171,                 0.9567,                0.98929,                0.62045,                 2.7592,                0.88114,                 2.2555,              0.0005942,              0.0005942,              0.0005942
                     73,                 2.5188,                0.96823,                 2.0401,                0.96376,                0.97064,                0.98959,                0.61509,                 2.7896,                0.88145,                 2.2643,              0.0005744,              0.0005744,              0.0005744
                     74,                 2.5015,                0.95873,                 2.0372,                0.96892,                0.95826,                0.98804,                0.61723,                 2.7809,                0.90176,                 2.2679,              0.0005546,              0.0005546,              0.0005546
                     75,                 2.5086,                0.97022,                 2.0282,                0.97519,                0.95869,                0.98931,                 0.6152,                 2.7685,                0.88452,                 2.2637,              0.0005348,              0.0005348,              0.0005348
                     76,                 2.4693,                0.94323,                 2.0359,                 0.9672,                0.96542,                0.98863,                0.61989,                 2.7781,                0.87774,                 2.2741,               0.000515,               0.000515,               0.000515
                     77,                 2.4778,                 1.0105,                 2.0475,                0.97537,                0.95197,                0.98856,                0.61923,                 2.7686,                0.88134,                 2.2645,              0.0004952,              0.0004952,              0.0004952
                     78,                 2.4411,                0.93108,                 2.0232,                0.96645,                0.96836,                0.98854,                0.61959,                 2.7633,                0.87182,                 2.2683,              0.0004754,              0.0004754,              0.0004754
                     79,                 2.4576,                 0.9444,                 2.0165,                0.97205,                0.96894,                0.99016,                 0.6161,                 2.7983,                0.87803,                 2.2774,              0.0004556,              0.0004556,              0.0004556
                     80,                 2.4691,                0.96533,                 2.0274,                0.98074,                0.95389,                0.98985,                0.61666,                 2.7869,                0.87151,                 2.2724,              0.0004358,              0.0004358,              0.0004358
                     81,                 2.4628,                0.95076,                 2.0017,                0.97352,                0.96542,                0.98957,                0.61225,                 2.7921,                0.87073,                 2.2773,               0.000416,               0.000416,               0.000416
                     82,                 2.4686,                 0.9527,                 2.0462,                0.98025,                0.95364,                0.98845,                0.61567,                 2.7922,                0.86751,                 2.2758,              0.0003962,              0.0003962,              0.0003962
                     83,                 2.4783,                0.97303,                 2.0298,                0.97941,                0.95773,                0.98997,                0.61566,                 2.7866,                0.86658,                 2.2764,              0.0003764,              0.0003764,              0.0003764
                     84,                 2.4101,                0.92423,                 2.0047,                0.96966,                0.96734,                0.98984,                0.62151,                 2.7751,                0.85536,                 2.2675,              0.0003566,              0.0003566,              0.0003566
                     85,                 2.4347,                0.93786,                 2.0282,                0.96555,                 0.9683,                0.98947,                0.61738,                 2.7807,                0.86776,                 2.2734,              0.0003368,              0.0003368,              0.0003368
                     86,                 2.4263,                0.93855,                 2.0077,                0.97462,                0.95899,                0.98921,                0.61604,                 2.7889,                 0.8712,                 2.2759,               0.000317,               0.000317,               0.000317
                     87,                 2.4373,                0.92457,                 1.9829,                0.97543,                0.95337,                0.98873,                0.61573,                 2.7973,                0.87506,                  2.286,              0.0002972,              0.0002972,              0.0002972
                     88,                 2.4124,                0.92461,                 2.0234,                0.97292,                0.96638,                0.99037,                0.61505,                 2.7917,                0.86315,                 2.2767,              0.0002774,              0.0002774,              0.0002774
                     89,                 2.4121,                0.92239,                 2.0133,                0.97531,                0.96446,                0.99007,                0.61513,                 2.7866,                0.86611,                 2.2761,              0.0002576,              0.0002576,              0.0002576
                     90,                 2.4395,                0.93049,                 1.9986,                0.97764,                0.97022,                0.98984,                 0.6133,                 2.7821,                0.87091,                  2.273,              0.0002378,              0.0002378,              0.0002378
                     91,                 2.2877,                0.84725,                 2.0665,                0.96097,                0.96964,                0.98858,                0.60996,                 2.7981,                0.88085,                 2.2842,               0.000218,               0.000218,               0.000218
                     92,                 2.2822,                0.83981,                 2.0412,                0.97609,                0.96542,                 0.9911,                0.61111,                 2.7997,                0.86071,                 2.2895,              0.0001982,              0.0001982,              0.0001982
                     93,                 2.2747,                0.85006,                 2.0503,                0.98043,                0.96257,                0.98879,                0.61436,                  2.792,                0.86753,                 2.2845,              0.0001784,              0.0001784,              0.0001784
                     94,                 2.2403,                  0.825,                 2.0476,                0.97396,                 0.9701,                0.98873,                0.61169,                 2.8016,                0.86877,                 2.2881,              0.0001586,              0.0001586,              0.0001586
                     95,                 2.2188,                0.84116,                 2.0632,                0.97283,                0.96315,                0.98901,                0.61163,                 2.8014,                 0.8676,                 2.2858,              0.0001388,              0.0001388,              0.0001388
                     96,                 2.2355,                0.81888,                 2.0754,                0.97435,                0.96734,                0.99016,                0.61236,                 2.7946,                0.86849,                 2.2834,               0.000119,               0.000119,               0.000119
                     97,                 2.2367,                0.83459,                 2.0257,                0.97309,                0.96542,                0.99013,                0.61142,                  2.793,                0.86775,                 2.2892,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 2.2592,                0.82837,                 2.0367,                0.97349,                0.96734,                0.98962,                0.61204,                 2.7985,                0.86925,                 2.2948,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                 2.2241,                0.81401,                 2.0214,                0.98049,                0.96543,                0.99039,                0.61407,                  2.792,                0.86097,                 2.2847,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                   2.21,                0.83648,                 2.0584,                 0.9881,                0.95738,                0.99012,                0.61744,                 2.7898,                0.85975,                 2.2826,               3.98e-05,               3.98e-05,               3.98e-05
