                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                 2.2653,                0.86735,                 1.9465,                0.97734,                0.96158,                0.98901,                0.60986,                 2.8685,                0.86449,                 2.3358,              0.0013664,              0.0013664,              0.0013664
                     66,                 2.2224,                 0.8536,                 1.9496,                 0.9842,                0.96734,                0.99088,                 0.6087,                 2.8888,                0.87234,                 2.3587,              0.0013565,              0.0013565,              0.0013565
                     67,                  2.238,                0.85714,                 1.9443,                0.97138,                0.97823,                0.99069,                0.60694,                  2.871,                0.86326,                 2.3525,              0.0013466,              0.0013466,              0.0013466
                     68,                 2.2348,                0.85688,                 1.9525,                0.97137,                0.97791,                0.99055,                0.60957,                 2.8535,                  0.861,                 2.3335,              0.0013367,              0.0013367,              0.0013367
                     69,                 2.1901,                0.84928,                 1.9382,                0.97144,                0.97022,                0.98996,                0.60981,                 2.8634,                0.86174,                 2.3436,              0.0013268,              0.0013268,              0.0013268
                     70,                  2.251,                0.91614,                 1.9523,                0.97768,                0.96791,                 0.9899,                 0.6087,                 2.8762,                0.87102,                 2.3518,              0.0013169,              0.0013169,              0.0013169
                     71,                 2.2067,                0.84694,                 1.9534,                0.97654,                0.96446,                0.98923,                 0.6075,                 2.8623,                0.85324,                 2.3442,               0.001307,               0.001307,               0.001307
                     72,                  2.202,                0.85318,                 1.9291,                0.97214,                0.97213,                0.98788,                0.60924,                  2.855,                0.86262,                 2.3426,              0.0012971,              0.0012971,              0.0012971
                     73,                 2.1954,                0.84189,                 1.9508,                0.97761,                0.96542,                0.98729,                0.60601,                 2.8793,                0.86418,                 2.3606,              0.0012872,              0.0012872,              0.0012872
                     74,                 2.2018,                0.88666,                 1.9213,                0.97448,                0.97598,                 0.9888,                0.60283,                 2.8909,                0.87635,                 2.3555,              0.0012773,              0.0012773,              0.0012773
                     75,                 2.1728,                0.84294,                 1.9584,                0.96765,                0.97687,                0.99056,                 0.6024,                 2.9011,                0.88073,                 2.3694,              0.0012674,              0.0012674,              0.0012674
                     76,                 2.2645,                 0.8672,                 1.9481,                0.96678,                0.97848,                0.98974,                0.60882,                 2.8617,                0.87005,                   2.34,              0.0012575,              0.0012575,              0.0012575
                     77,                 2.1803,                0.83976,                 1.9389,                0.97245,                0.97214,                 0.9893,                0.61368,                 2.8701,                0.88073,                 2.3424,              0.0012476,              0.0012476,              0.0012476
                     78,                 2.1908,                0.84114,                  1.948,                0.97842,                0.97695,                0.99052,                 0.6106,                  2.873,                0.86969,                 2.3409,              0.0012377,              0.0012377,              0.0012377
                     79,                 2.1847,                0.84052,                 1.9398,                0.97128,                0.97458,                0.98864,                0.60626,                 2.8789,                0.87329,                 2.3558,              0.0012278,              0.0012278,              0.0012278
                     80,                 2.2304,                 0.8552,                 1.9543,                0.97507,                0.97683,                0.99041,                0.60915,                 2.8613,                0.86905,                 2.3319,              0.0012179,              0.0012179,              0.0012179
                     81,                 2.1692,                0.83502,                 1.9328,                0.96848,                0.97405,                0.98896,                0.60684,                 2.8916,                0.86996,                 2.3597,               0.001208,               0.001208,               0.001208
                     82,                 2.1707,                 0.8393,                 1.9296,                0.97825,                0.97695,                0.99077,                0.61043,                 2.8578,                0.86041,                 2.3498,              0.0011981,              0.0011981,              0.0011981
                     83,                 2.2212,                0.85355,                  1.936,                0.96968,                 0.9731,                0.98838,                0.60864,                 2.8721,                0.87031,                 2.3462,              0.0011882,              0.0011882,              0.0011882
                     84,                 2.1253,                0.81422,                 1.9359,                0.98177,                0.96734,                0.99016,                0.61533,                 2.8634,                0.85756,                 2.3507,              0.0011783,              0.0011783,              0.0011783
                     85,                 2.1772,                0.83765,                 1.9323,                0.97918,                0.96926,                0.99053,                0.61065,                 2.8882,                0.86009,                 2.3482,              0.0011684,              0.0011684,              0.0011684
                     86,                 2.1693,                0.83722,                 1.9224,                0.97029,                0.97251,                0.99029,                0.61163,                 2.8777,                 0.8736,                 2.3451,              0.0011585,              0.0011585,              0.0011585
                     87,                 2.1547,                0.82761,                 1.9388,                0.98241,                0.96589,                0.99038,                0.60969,                 2.8864,                0.87704,                 2.3685,              0.0011486,              0.0011486,              0.0011486
                     88,                 2.1467,                0.82733,                 1.9141,                 0.9851,                0.96446,                0.99109,                0.61502,                 2.8502,                0.85468,                 2.3453,              0.0011387,              0.0011387,              0.0011387
                     89,                 2.2456,                0.85402,                  1.954,                0.97673,                0.96786,                0.98882,                0.60571,                 2.9137,                0.86962,                 2.3728,              0.0011288,              0.0011288,              0.0011288
                     90,                 2.1766,                0.83758,                 1.9181,                0.96906,                0.97695,                 0.9892,                0.61324,                 2.8672,                0.86807,                 2.3528,              0.0011189,              0.0011189,              0.0011189
                     91,                  2.157,                0.83229,                 1.9447,                0.97577,                 0.9731,                 0.9905,                0.61465,                  2.881,                0.86157,                 2.3544,               0.001109,               0.001109,               0.001109
                     92,                 2.1332,                0.82678,                 1.9286,                 0.9756,                0.97406,                0.98901,                0.60575,                 2.8668,                0.87487,                 2.3555,              0.0010991,              0.0010991,              0.0010991
                     93,                 2.1869,                0.84446,                 1.9256,                0.97496,                0.97406,                0.98886,                0.60977,                 2.8763,                0.85907,                 2.3574,              0.0010892,              0.0010892,              0.0010892
                     94,                 2.1495,                0.82239,                  1.932,                0.97957,                 0.9683,                0.99007,                0.61574,                 2.8694,                0.86374,                 2.3527,              0.0010793,              0.0010793,              0.0010793
                     95,                 2.1563,                0.82088,                  1.945,                0.97305,                0.97107,                0.98966,                0.60923,                 2.8914,                0.86291,                  2.359,              0.0010694,              0.0010694,              0.0010694
                     96,                 2.1387,                0.81728,                 1.9256,                0.98061,                0.97171,                0.99058,                0.60917,                 2.8686,                0.86813,                 2.3552,              0.0010595,              0.0010595,              0.0010595
                     97,                 2.1679,                0.84255,                  1.937,                0.97678,                0.96981,                0.98989,                0.60924,                 2.8988,                0.87269,                 2.3821,              0.0010496,              0.0010496,              0.0010496
                     98,                 2.1514,                0.84534,                 1.9435,                0.98153,                0.96542,                0.98908,                 0.6088,                  2.897,                0.86431,                  2.384,              0.0010397,              0.0010397,              0.0010397
                     99,                 2.1545,                0.83819,                 1.9192,                0.96856,                0.97661,                0.98986,                0.60857,                 2.8957,                0.88888,                 2.3765,              0.0010298,              0.0010298,              0.0010298
                    100,                 2.1357,                0.82983,                 1.9152,                0.98161,                0.97406,                0.99096,                0.60744,                 2.8955,                0.87653,                 2.3867,              0.0010199,              0.0010199,              0.0010199
                    101,                 2.1156,                0.81366,                 1.9167,                0.97696,                0.97737,                0.99039,                0.61184,                 2.8823,                0.86906,                 2.3699,                0.00101,                0.00101,                0.00101
                    102,                 2.1279,                 0.8191,                 1.9241,                0.97748,                0.97406,                0.99047,                0.61442,                 2.8584,                0.85226,                 2.3594,              0.0010001,              0.0010001,              0.0010001
                    103,                 2.1575,                0.83076,                 1.9445,                0.99018,                0.96826,                0.98987,                0.61494,                 2.8531,                0.85644,                 2.3572,              0.0009902,              0.0009902,              0.0009902
                    104,                 2.1178,                0.82936,                 1.9317,                0.98219,                0.97791,                0.99103,                 0.6116,                  2.891,                0.86665,                 2.3607,              0.0009803,              0.0009803,              0.0009803
                    105,                 2.1688,                 0.8356,                 1.9336,                0.98283,                0.96926,                0.99006,                0.60865,                   2.87,                0.85807,                 2.3551,              0.0009704,              0.0009704,              0.0009704
                    106,                  2.139,                0.83246,                 1.9188,                0.97995,                0.97406,                0.98954,                0.60362,                 2.8915,                 0.8715,                 2.3664,              0.0009605,              0.0009605,              0.0009605
                    107,                 2.0774,                0.80675,                 1.9093,                0.97966,                0.97598,                0.99057,                0.61335,                 2.8564,                 0.8602,                 2.3583,              0.0009506,              0.0009506,              0.0009506
                    108,                 2.0959,                0.80559,                 1.9183,                0.98329,                0.97022,                0.98928,                 0.6111,                 2.8895,                0.87049,                 2.3727,              0.0009407,              0.0009407,              0.0009407
                    109,                 2.1158,                0.82045,                 1.9054,                0.97646,                0.97406,                0.98992,                0.60619,                 2.8885,                0.87537,                 2.3751,              0.0009308,              0.0009308,              0.0009308
                    110,                 2.1106,                 0.8282,                 1.9343,                0.98146,                0.96631,                0.98928,                0.61149,                  2.885,                0.86876,                 2.3724,              0.0009209,              0.0009209,              0.0009209
                    111,                  2.095,                0.81635,                 1.9225,                0.97788,                0.97653,                0.99077,                0.60714,                 2.9012,                0.86841,                 2.3755,               0.000911,               0.000911,               0.000911
                    112,                 2.1145,                0.81827,                 1.9068,                0.97966,                0.97178,                0.98953,                0.60618,                 2.9067,                0.87267,                 2.3779,              0.0009011,              0.0009011,              0.0009011
                    113,                 2.1059,                0.81274,                 1.9249,                0.98274,                0.96734,                0.99003,                 0.6035,                 2.9002,                0.87361,                 2.3823,              0.0008912,              0.0008912,              0.0008912
                    114,                 2.0557,                0.79884,                 1.9107,                0.97681,                0.97092,                0.98919,                0.60121,                 2.8975,                0.88582,                 2.3745,              0.0008813,              0.0008813,              0.0008813
                    115,                 2.0811,                0.80924,                 1.9192,                0.98151,                0.96865,                0.98971,                0.60416,                 2.8879,                0.86294,                 2.3776,              0.0008714,              0.0008714,              0.0008714
                    116,                 2.1121,                0.81259,                 1.9001,                 0.9847,                0.96158,                 0.9896,                0.61093,                 2.8772,                0.85228,                 2.3707,              0.0008615,              0.0008615,              0.0008615
                    117,                 2.0605,                0.79961,                 1.8968,                0.97941,                0.96638,                0.98843,                0.61004,                 2.8791,                0.86566,                 2.3672,              0.0008516,              0.0008516,              0.0008516
                    118,                 2.0943,                0.81537,                 1.9024,                0.98335,                0.96158,                0.98931,                0.60832,                 2.8884,                0.87429,                 2.3825,              0.0008417,              0.0008417,              0.0008417
                    119,                 2.0779,                0.80444,                 1.9039,                0.97967,                0.97225,                0.99016,                0.60401,                 2.8909,                  0.866,                 2.3814,              0.0008318,              0.0008318,              0.0008318
                    120,                 2.0741,                0.88169,                 1.9011,                 0.9834,                0.96756,                0.99013,                0.61211,                 2.8746,                 0.8552,                 2.3682,              0.0008219,              0.0008219,              0.0008219
                    121,                 2.0703,                0.81285,                 1.9068,                0.98349,                0.97262,                 0.9903,                0.61004,                 2.8756,                 0.8742,                 2.3698,               0.000812,               0.000812,               0.000812
                    122,                 2.0698,                0.80411,                 1.9202,                0.97784,                0.97489,                0.99037,                0.61219,                 2.8664,                0.87078,                 2.3659,              0.0008021,              0.0008021,              0.0008021
                    123,                 2.0635,                0.80152,                 1.8986,                0.98178,                0.97695,                0.98953,                0.60816,                 2.8821,                0.85955,                  2.379,              0.0007922,              0.0007922,              0.0007922
                    124,                  2.084,                0.80705,                 1.9059,                0.97968,                0.97278,                0.98977,                0.60874,                 2.8733,                0.86713,                 2.3825,              0.0007823,              0.0007823,              0.0007823
                    125,                 2.0501,                0.79336,                  1.927,                0.97971,                0.97409,                0.98868,                0.60791,                 2.8735,                0.86312,                 2.3819,              0.0007724,              0.0007724,              0.0007724
                    126,                 2.0529,                0.80878,                 1.9327,                0.96862,                0.97983,                0.98981,                0.61318,                 2.8634,                0.86507,                 2.3859,              0.0007625,              0.0007625,              0.0007625
                    127,                 2.0486,                0.79572,                 1.9148,                 0.9778,                0.97118,                0.98931,                  0.609,                 2.8782,                0.86869,                 2.3879,              0.0007526,              0.0007526,              0.0007526
                    128,                 2.0726,                0.80497,                 1.9119,                0.97033,                0.97983,                0.98979,                 0.6047,                 2.8781,                0.87424,                 2.3852,              0.0007427,              0.0007427,              0.0007427
                    129,                 2.0495,                0.79948,                 1.8901,                0.97676,                0.97791,                0.98944,                0.60731,                 2.8929,                0.86239,                 2.3989,              0.0007328,              0.0007328,              0.0007328
                    130,                  2.103,                0.81009,                 1.9397,                0.97406,                0.97399,                0.98959,                0.60683,                 2.8869,                0.86119,                 2.3901,              0.0007229,              0.0007229,              0.0007229
                    131,                 2.0534,                 0.7925,                 1.8936,                0.98158,                0.97283,                 0.9899,                0.61172,                 2.8635,                0.86901,                 2.3821,               0.000713,               0.000713,               0.000713
                    132,                 2.0553,                  0.802,                  1.904,                0.97887,                0.97598,                0.98976,                0.60891,                 2.8883,                0.86558,                 2.3815,              0.0007031,              0.0007031,              0.0007031
                    133,                 2.0498,                0.79679,                 1.8823,                0.97525,                0.97598,                0.98948,                0.61182,                 2.8855,                0.86085,                 2.3862,              0.0006932,              0.0006932,              0.0006932
                    134,                 2.0259,                 0.7883,                 1.8816,                0.97881,                0.97635,                0.99013,                0.60942,                 2.8897,                0.86979,                 2.3909,              0.0006833,              0.0006833,              0.0006833
                    135,                 2.0293,                0.77826,                 1.8912,                 0.9806,                0.97095,                0.98988,                0.60958,                 2.8906,                0.86521,                 2.3958,              0.0006734,              0.0006734,              0.0006734
                    136,                 2.0431,                0.79144,                 1.8849,                0.97155,                0.97983,                0.98962,                0.60858,                  2.892,                0.86151,                 2.3965,              0.0006635,              0.0006635,              0.0006635
                    137,                 1.9958,                0.76967,                 1.8851,                0.98006,                0.97406,                0.98943,                 0.6071,                 2.8792,                0.85884,                 2.3925,              0.0006536,              0.0006536,              0.0006536
                    138,                  2.062,                0.79832,                 1.9054,                0.97874,                0.97308,                0.98882,                0.61138,                 2.8699,                0.85792,                 2.3832,              0.0006437,              0.0006437,              0.0006437
                    139,                      2,                0.77698,                 1.9004,                0.98062,                0.97224,                   0.99,                0.61281,                 2.8606,                0.85334,                 2.3817,              0.0006338,              0.0006338,              0.0006338
                    140,                 2.0423,                0.79982,                 1.8849,                0.97689,                0.97457,                0.98939,                0.61063,                 2.8942,                0.86636,                 2.4016,              0.0006239,              0.0006239,              0.0006239
                    141,                 2.0063,                0.78774,                 1.8897,                0.97948,                0.97598,                0.98904,                0.60955,                 2.8758,                0.86449,                 2.3888,               0.000614,               0.000614,               0.000614
                    142,                 2.0307,                0.79524,                 1.8732,                0.97582,                 0.9731,                0.98929,                0.61068,                 2.8778,                0.87011,                 2.3953,              0.0006041,              0.0006041,              0.0006041
                    143,                 2.0407,                0.79425,                 1.8937,                0.98883,                 0.9683,                0.98996,                0.60838,                 2.8949,                0.86851,                 2.4038,              0.0005942,              0.0005942,              0.0005942
                    144,                 2.0122,                0.78286,                 1.8881,                0.97779,                0.97278,                0.98993,                0.60698,                 2.9005,                0.87077,                 2.3966,              0.0005843,              0.0005843,              0.0005843
                    145,                 2.0352,                0.78929,                 1.8891,                0.97599,                0.97622,                 0.9893,                 0.6079,                 2.8872,                0.86088,                 2.3911,              0.0005744,              0.0005744,              0.0005744
                    146,                  1.997,                0.77856,                 1.8802,                0.97293,                0.97598,                0.98927,                0.60996,                 2.8805,                0.86161,                 2.3902,              0.0005645,              0.0005645,              0.0005645
                    147,                 2.0059,                0.79866,                 1.8839,                0.98573,                0.96638,                 0.9904,                 0.6074,                 2.8872,                0.86867,                 2.3946,              0.0005546,              0.0005546,              0.0005546
                    148,                 2.0322,                 0.7906,                 1.8966,                0.97721,                0.97022,                0.98974,                0.61096,                  2.877,                0.85505,                 2.3893,              0.0005447,              0.0005447,              0.0005447
                    149,                 1.9717,                0.76627,                  1.887,                0.97591,                 0.9728,                0.98926,                0.61127,                  2.887,                0.85598,                 2.3956,              0.0005348,              0.0005348,              0.0005348
                    150,                 2.0382,                 0.7924,                 1.8882,                0.97233,                0.97896,                0.98977,                0.61101,                 2.8764,                0.85801,                  2.395,              0.0005249,              0.0005249,              0.0005249
                    151,                 1.9755,                 0.7731,                 1.8798,                0.97366,                0.97983,                 0.9901,                0.61168,                 2.8764,                0.86631,                 2.3986,               0.000515,               0.000515,               0.000515
                    152,                 1.9829,                0.77437,                 1.8644,                0.97977,                0.98079,                0.98971,                0.61002,                 2.8844,                0.85888,                 2.4029,              0.0005051,              0.0005051,              0.0005051
                    153,                 1.9915,                0.77524,                 1.8815,                0.97977,                0.97701,                0.98977,                0.60599,                 2.8876,                0.86417,                 2.3978,              0.0004952,              0.0004952,              0.0004952
                    154,                 1.9962,                0.77943,                 1.8754,                0.97596,                  0.975,                0.98956,                0.60893,                 2.8919,                 0.8649,                 2.3948,              0.0004853,              0.0004853,              0.0004853
