epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,1285.67,2.6835,1.05142,2.13612,0.9655,0.95101,0.98539,0.60844,2.76037,0.89624,2.24007,0.0008318,0.0008318,0.0008318
61,1306.31,2.68323,1.06025,2.12397,0.97291,0.95677,0.98626,0.60566,2.76226,0.89135,2.2553,0.000812,0.000812,0.000812
62,1326.92,2.696,1.06056,2.14541,0.97143,0.94729,0.98319,0.61534,2.75039,0.89143,2.2419,0.0007922,0.0007922,0.0007922
63,1347.53,2.6732,1.05267,2.11443,0.97181,0.96053,0.98394,0.61009,2.76918,0.89423,2.24515,0.0007724,0.0007724,0.0007724
64,1368.38,2.69768,1.06532,2.13636,0.96755,0.95965,0.98565,0.61194,2.76075,0.89241,2.24701,0.0007526,0.0007526,0.0007526
65,1389.12,2.67156,1.05785,2.10996,0.9688,0.95435,0.98659,0.61268,2.77801,0.89159,2.24469,0.0007328,0.0007328,0.0007328
66,1409.8,2.66619,1.04484,2.12419,0.96618,0.9635,0.98656,0.61922,2.73828,0.88909,2.23468,0.000713,0.000713,0.000713
67,1430.51,2.69171,1.04799,2.11992,0.969,0.96089,0.98604,0.60738,2.76859,0.88927,2.25052,0.0006932,0.0006932,0.0006932
68,1451.23,2.67351,1.04609,2.11418,0.98133,0.95101,0.98677,0.61734,2.72945,0.86929,2.23965,0.0006734,0.0006734,0.0006734
69,1471.84,2.61601,1.02985,2.10322,0.96663,0.95773,0.98636,0.61563,2.74213,0.88908,2.24903,0.0006536,0.0006536,0.0006536
70,1492.51,2.63526,1.0444,2.0991,0.96632,0.96466,0.98705,0.61574,2.75909,0.87664,2.25117,0.0006338,0.0006338,0.0006338
71,1513.31,2.64257,1.03319,2.11485,0.96178,0.967,0.98696,0.61877,2.70696,0.86365,2.22717,0.000614,0.000614,0.000614
72,1533.97,2.62143,1.02824,2.09476,0.97229,0.95869,0.98578,0.61692,2.72916,0.87307,2.24713,0.0005942,0.0005942,0.0005942
73,1554.48,2.60897,1.01139,2.1119,0.95986,0.9635,0.98593,0.61334,2.74881,0.88402,2.26089,0.0005744,0.0005744,0.0005744
74,1575.28,2.61964,1.02517,2.07925,0.9723,0.95581,0.98655,0.6176,2.74239,0.8844,2.24533,0.0005546,0.0005546,0.0005546
75,1595.8,2.59678,1.00702,2.11055,0.97166,0.95511,0.9853,0.62091,2.74467,0.87384,2.24772,0.0005348,0.0005348,0.0005348
76,1616.59,2.60919,1.01718,2.08364,0.97167,0.95547,0.98506,0.61818,2.76551,0.87984,2.24603,0.000515,0.000515,0.000515
77,1637.13,2.61751,1.01653,2.10091,0.97925,0.95389,0.98789,0.62378,2.73969,0.87719,2.24968,0.0004952,0.0004952,0.0004952
78,1657.56,2.59039,1.00849,2.09711,0.97252,0.95773,0.98734,0.61894,2.75256,0.87407,2.25099,0.0004754,0.0004754,0.0004754
79,1678.18,2.56414,1.00018,2.08449,0.97101,0.95773,0.9855,0.61931,2.7134,0.86954,2.24227,0.0004556,0.0004556,0.0004556
80,1698.71,2.577,0.99761,2.07899,0.96844,0.96061,0.98743,0.61724,2.74962,0.87476,2.24715,0.0004358,0.0004358,0.0004358
81,1719.38,2.58054,1.01424,2.07779,0.97189,0.95293,0.98671,0.62162,2.74113,0.87012,2.24743,0.000416,0.000416,0.000416
82,1739.73,2.53981,0.98745,2.08479,0.97749,0.9594,0.987,0.61932,2.74056,0.87114,2.24925,0.0003962,0.0003962,0.0003962
83,1760.24,2.56971,1.00394,2.06638,0.9752,0.95101,0.98704,0.61885,2.73849,0.85816,2.25286,0.0003764,0.0003764,0.0003764
84,1780.84,2.53329,0.98669,2.08069,0.9745,0.96254,0.98661,0.61731,2.72306,0.86225,2.24983,0.0003566,0.0003566,0.0003566
85,1801.53,2.56126,0.99626,2.074,0.9758,0.96848,0.98758,0.62165,2.7504,0.86607,2.26166,0.0003368,0.0003368,0.0003368
86,1821.95,2.51235,0.97554,2.07474,0.97399,0.96061,0.98786,0.62416,2.72523,0.86016,2.24992,0.000317,0.000317,0.000317
87,1842.6,2.55257,0.99634,2.07855,0.97373,0.96122,0.98582,0.61916,2.73976,0.86108,2.25658,0.0002972,0.0002972,0.0002972
88,1863.29,2.54376,0.9803,2.072,0.96892,0.95869,0.98554,0.61513,2.75469,0.86013,2.25734,0.0002774,0.0002774,0.0002774
89,1883.75,2.55502,0.99298,2.0678,0.96528,0.96138,0.98569,0.61893,2.73075,0.85836,2.25225,0.0002576,0.0002576,0.0002576
90,1904.26,2.50016,0.97446,2.04614,0.97432,0.95773,0.98694,0.62184,2.73129,0.8564,2.24839,0.0002378,0.0002378,0.0002378
91,1925.19,2.40552,0.89004,2.10579,0.97089,0.9613,0.98708,0.61543,2.75409,0.86225,2.2613,0.000218,0.000218,0.000218
92,1945.57,2.39044,0.87938,2.09438,0.97458,0.95738,0.98703,0.62215,2.70909,0.86287,2.25069,0.0001982,0.0001982,0.0001982
93,1965.74,2.38811,0.88503,2.08936,0.96725,0.96459,0.98643,0.62068,2.72614,0.86168,2.25318,0.0001784,0.0001784,0.0001784
94,1985.71,2.3936,0.8796,2.10084,0.97094,0.96271,0.98678,0.62125,2.73579,0.86675,2.25568,0.0001586,0.0001586,0.0001586
95,2005.82,2.3561,0.86328,2.10038,0.97572,0.96498,0.98724,0.6197,2.7381,0.8617,2.25961,0.0001388,0.0001388,0.0001388
96,2025.76,2.35451,0.86723,2.10163,0.97386,0.96645,0.98701,0.61945,2.72925,0.85042,2.25094,0.000119,0.000119,0.000119
97,2045.65,2.34927,0.86393,2.09632,0.97695,0.96158,0.98653,0.62143,2.72765,0.85312,2.25448,9.92e-05,9.92e-05,9.92e-05
98,2065.68,2.36901,0.87146,2.10736,0.97207,0.95773,0.98614,0.62174,2.72308,0.85696,2.25563,7.94e-05,7.94e-05,7.94e-05
99,2085.55,2.33838,0.85522,2.10518,0.96858,0.9635,0.98689,0.62022,2.72758,0.84557,2.2531,5.96e-05,5.96e-05,5.96e-05
100,2105.4,2.32922,0.85756,2.09258,0.97182,0.96071,0.98628,0.62432,2.716,0.85119,2.25029,3.98e-05,3.98e-05,3.98e-05
