                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 2.3671,                0.91429,                 1.9715,                 0.9737,                0.96041,                0.98723,                0.61142,                 2.7848,                 0.8773,                 2.2837,              0.0005447,              0.0005447,              0.0005447
                    149,                 2.3262,                  0.892,                 1.9673,                0.97301,                0.96978,                0.98842,                 0.6119,                 2.8008,                0.87179,                 2.2908,              0.0005348,              0.0005348,              0.0005348
                    150,                   2.36,                0.90341,                 1.9764,                0.97367,                0.95909,                0.98573,                0.61017,                 2.8101,                0.88189,                 2.3039,              0.0005249,              0.0005249,              0.0005249
                    151,                 2.3239,                0.89951,                 1.9789,                0.96737,                0.96838,                0.98804,                0.61459,                 2.7832,                0.86648,                 2.2851,               0.000515,               0.000515,               0.000515
                    152,                 2.3576,                0.91625,                 1.9852,                0.97252,                0.97022,                0.99081,                0.61077,                 2.7879,                0.87197,                  2.284,              0.0005051,              0.0005051,              0.0005051
                    153,                 2.3303,                0.89691,                 1.9771,                0.97449,                0.96446,                0.98778,                0.60865,                 2.8093,                0.87676,                 2.2959,              0.0004952,              0.0004952,              0.0004952
                    154,                 2.3108,                0.89031,                 1.9665,                0.98286,                0.96158,                0.98645,                0.60606,                 2.8092,                0.86801,                 2.2946,              0.0004853,              0.0004853,              0.0004853
                    155,                  2.306,                0.89008,                 1.9673,                0.97766,                 0.9668,                0.98878,                0.61215,                 2.7897,                0.86425,                 2.2862,              0.0004754,              0.0004754,              0.0004754
                    156,                 2.3757,                0.91807,                 1.9496,                0.96916,                0.96926,                0.98938,                  0.612,                 2.7955,                0.86601,                 2.2952,              0.0004655,              0.0004655,              0.0004655
                    157,                 2.3254,                0.88986,                 1.9589,                0.97714,                0.96926,                0.98868,                 0.6077,                 2.8067,                0.87492,                 2.2992,              0.0004556,              0.0004556,              0.0004556
                    158,                 2.3119,                0.89689,                 1.9635,                0.97957,                0.96708,                0.98869,                 0.6126,                 2.7906,                0.86941,                 2.2951,              0.0004457,              0.0004457,              0.0004457
                    159,                 2.3064,                 0.8917,                 1.9691,                0.97865,                0.96864,                0.98939,                0.61089,                 2.8051,                 0.8659,                 2.3051,              0.0004358,              0.0004358,              0.0004358
                    160,                  2.299,                0.89148,                 1.9639,                0.97267,                0.96734,                0.98849,                0.60886,                 2.8121,                0.86781,                 2.3027,              0.0004259,              0.0004259,              0.0004259
                    161,                 2.2787,                0.89046,                  1.954,                0.98389,                0.96446,                0.99017,                0.60843,                 2.8087,                0.87241,                 2.3014,               0.000416,               0.000416,               0.000416
                    162,                 2.2998,                0.89624,                 1.9667,                0.97768,                0.96798,                0.99022,                0.61261,                 2.8126,                0.88165,                 2.3004,              0.0004061,              0.0004061,              0.0004061
                    163,                 2.3112,                0.89943,                 1.9654,                0.97747,                0.95844,                0.98931,                0.61256,                 2.8003,                0.87527,                 2.2957,              0.0003962,              0.0003962,              0.0003962
                    164,                 2.2965,                0.89007,                 1.9773,                0.98198,                0.96254,                 0.9885,                0.61347,                 2.7933,                0.86471,                  2.291,              0.0003863,              0.0003863,              0.0003863
                    165,                 2.2772,                0.88507,                 1.9519,                0.97461,                0.97214,                0.98983,                0.61332,                 2.8029,                0.86484,                 2.2984,              0.0003764,              0.0003764,              0.0003764
                    166,                 2.2791,                0.88821,                 1.9498,                0.98336,                0.96519,                0.98974,                0.61134,                 2.8053,                0.86277,                 2.3058,              0.0003665,              0.0003665,              0.0003665
                    167,                 2.2773,                 0.8761,                 1.9595,                0.96693,                0.97214,                0.98898,                0.60548,                 2.8061,                 0.8753,                 2.3009,              0.0003566,              0.0003566,              0.0003566
                    168,                 2.3141,                 0.8912,                 1.9705,                0.97663,                0.96356,                0.98884,                 0.6061,                 2.8073,                0.88502,                 2.3037,              0.0003467,              0.0003467,              0.0003467
                    169,                 2.2934,                0.88909,                 1.9495,                0.97752,                0.96079,                0.98859,                0.60498,                 2.8246,                0.87691,                 2.3116,              0.0003368,              0.0003368,              0.0003368
                    170,                 2.2724,                0.87991,                 1.9553,                0.96943,                0.96734,                0.98815,                0.61021,                 2.7937,                 0.8671,                 2.2917,              0.0003269,              0.0003269,              0.0003269
                    171,                 2.2576,                0.87487,                 1.9573,                0.97845,                0.95967,                0.98818,                0.60884,                 2.8014,                0.87586,                 2.3036,               0.000317,               0.000317,               0.000317
                    172,                 2.2534,                0.87873,                 1.9646,                0.97857,                0.96503,                0.98839,                0.60537,                 2.7979,                0.88373,                 2.3052,              0.0003071,              0.0003071,              0.0003071
                    173,                 2.3003,                0.88875,                 1.9531,                0.97456,                0.96254,                0.98713,                 0.6054,                 2.7996,                  0.875,                 2.2999,              0.0002972,              0.0002972,              0.0002972
                    174,                 2.2692,                0.88311,                 1.9641,                 0.9804,                0.96099,                0.98831,                 0.6106,                 2.7964,                0.87983,                 2.3007,              0.0002873,              0.0002873,              0.0002873
                    175,                  2.226,                0.86873,                 1.9497,                0.96284,                0.97214,                0.98781,                0.61281,                 2.7851,                0.87372,                 2.2896,              0.0002774,              0.0002774,              0.0002774
                    176,                 2.2727,                0.88431,                 1.9263,                0.97857,                 0.9651,                0.98801,                0.60714,                 2.7904,                0.87383,                 2.2958,              0.0002675,              0.0002675,              0.0002675
                    177,                 2.2228,                0.85995,                 1.9485,                0.97303,                0.97214,                0.98852,                0.60919,                 2.8037,                0.86156,                 2.3033,              0.0002576,              0.0002576,              0.0002576
                    178,                  2.244,                0.87532,                 1.9299,                0.97464,                0.96926,                0.98788,                0.60507,                 2.8127,                0.87352,                 2.3066,              0.0002477,              0.0002477,              0.0002477
                    179,                 2.2348,                0.87425,                 1.9364,                0.97474,                0.96638,                0.98737,                0.60496,                 2.8064,                0.87344,                 2.3025,              0.0002378,              0.0002378,              0.0002378
                    180,                 2.2828,                0.89365,                 1.9316,                0.98158,                0.96638,                0.98825,                0.61022,                 2.8121,                0.86586,                 2.3069,              0.0002279,              0.0002279,              0.0002279
                    181,                  2.185,                0.85266,                 1.9456,                0.97559,                0.95979,                0.98839,                0.60665,                 2.8122,                0.87801,                 2.3194,               0.000218,               0.000218,               0.000218
                    182,                 2.2093,                0.85702,                 1.9345,                0.98426,                0.96158,                 0.9875,                0.60542,                 2.8184,                 0.8803,                 2.3127,              0.0002081,              0.0002081,              0.0002081
                    183,                 2.2298,                0.86212,                 1.9571,                0.97882,                0.96254,                0.98959,                0.61291,                 2.8017,                0.86744,                 2.3044,              0.0001982,              0.0001982,              0.0001982
                    184,                 2.2285,                0.85978,                 1.9278,                0.97665,                0.96158,                0.98755,                0.60945,                  2.802,                0.87541,                 2.3059,              0.0001883,              0.0001883,              0.0001883
                    185,                 2.1802,                0.84746,                 1.9504,                0.97106,                0.96702,                0.98875,                 0.6075,                 2.8041,                0.87145,                 2.3059,              0.0001784,              0.0001784,              0.0001784
                    186,                 2.2134,                0.85435,                 1.9504,                0.98075,                0.95965,                0.98847,                0.60722,                 2.8049,                0.86405,                 2.3058,              0.0001685,              0.0001685,              0.0001685
                    187,                 2.2158,                 0.8669,                 1.9278,                0.98441,                0.95965,                0.98929,                0.60997,                 2.7897,                0.85772,                 2.2997,              0.0001586,              0.0001586,              0.0001586
                    188,                  2.226,                0.87083,                 1.9419,                0.98047,                0.96473,                0.98868,                0.61172,                 2.7843,                0.86279,                 2.2997,              0.0001487,              0.0001487,              0.0001487
                    189,                 2.2345,                0.87038,                 1.9612,                0.98048,                0.96494,                0.99073,                0.61165,                 2.7975,                0.87015,                 2.3044,              0.0001388,              0.0001388,              0.0001388
                    190,                 2.2165,                0.86505,                 1.9191,                0.97602,                0.96158,                0.98849,                0.60559,                 2.8158,                0.87651,                 2.3148,              0.0001289,              0.0001289,              0.0001289
                    191,                 2.1203,                0.80044,                 1.9894,                0.97339,                0.96926,                0.98766,                0.60684,                 2.8322,                 0.8645,                 2.3298,               0.000119,               0.000119,               0.000119
                    192,                 2.0791,                0.77756,                 1.9798,                0.98134,                0.95986,                0.98786,                0.60385,                 2.8205,                0.86206,                 2.3201,              0.0001091,              0.0001091,              0.0001091
                    193,                 2.0688,                0.76761,                 1.9843,                0.97854,                0.96346,                0.98759,                0.60732,                 2.8103,                0.86153,                 2.3181,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                 2.0719,                0.77383,                 2.0006,                0.98233,                0.96734,                0.98879,                 0.6092,                 2.8061,                0.85681,                 2.3153,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                 2.0533,                0.76538,                 1.9627,                 0.9708,                0.97406,                0.98755,                0.60759,                 2.7951,                0.85559,                 2.3095,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                 2.0469,                0.76652,                 1.9779,                0.97861,                0.96691,                0.98912,                0.60672,                 2.7987,                0.86139,                   2.31,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                 2.0391,                0.76568,                 1.9608,                0.98048,                0.96519,                 0.9894,                0.60636,                 2.8008,                0.85556,                 2.3127,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                 2.0499,                0.76968,                 1.9753,                0.97805,                0.96926,                0.98878,                0.60414,                   2.81,                0.86193,                 2.3202,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                 2.0247,                0.75993,                 1.9546,                0.98059,                0.97059,                0.98957,                0.60456,                 2.8093,                0.86291,                 2.3177,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                 2.0221,                0.76392,                 1.9585,                0.97684,                0.97243,                0.98755,                0.60661,                 2.8123,                0.86622,                 2.3198,               2.99e-05,               2.99e-05,               2.99e-05
