                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                  2.872,                 1.2326,                 2.1466,                0.93077,                0.94284,                0.97257,                0.57416,                 2.8614,                 1.0464,                 2.2946,              0.0007724,              0.0007724,              0.0007724
                     33,                 2.8117,                 1.1839,                 2.1488,                 0.9543,                 0.9366,                0.97819,                0.59013,                 2.8163,                0.99752,                 2.2661,              0.0007328,              0.0007328,              0.0007328
                     34,                 2.8385,                 1.2089,                 2.1231,                0.94243,                0.92787,                  0.975,                0.59691,                 2.7907,                 1.0223,                 2.2534,              0.0006932,              0.0006932,              0.0006932
                     35,                  2.804,                 1.1816,                 2.1254,                 0.9526,                0.94594,                0.98057,                 0.6075,                  2.796,                0.97673,                 2.2501,              0.0006536,              0.0006536,              0.0006536
                     36,                 2.7868,                 1.1577,                  2.137,                0.96015,                0.94896,                0.97943,                0.58556,                 2.8496,                 1.0076,                 2.2776,               0.000614,               0.000614,               0.000614
                     37,                 2.8571,                 1.1849,                 2.1398,                0.96371,                0.93756,                0.98033,                0.60221,                 2.7949,                0.98712,                 2.2545,              0.0005744,              0.0005744,              0.0005744
                     38,                 2.7904,                 1.1652,                 2.1313,                0.95802,                0.93948,                0.97977,                0.60252,                  2.773,                0.97989,                 2.2471,              0.0005348,              0.0005348,              0.0005348
                     39,                 2.7419,                 1.1451,                 2.1285,                0.95013,                 0.9414,                0.98419,                0.60716,                  2.784,                0.96663,                 2.2412,              0.0004952,              0.0004952,              0.0004952
                     40,                 2.7926,                 1.1659,                 2.1177,                0.95116,                0.95405,                0.98384,                 0.6043,                 2.7567,                0.98174,                 2.2334,              0.0004556,              0.0004556,              0.0004556
                     41,                 2.6892,                 1.0937,                 2.1725,                0.96044,                0.93948,                0.98325,                0.59562,                 2.8204,                0.97604,                 2.2751,               0.000416,               0.000416,               0.000416
                     42,                 2.6844,                 1.0842,                 2.1655,                0.96273,                0.93756,                 0.9793,                0.58157,                  2.927,                0.98439,                 2.3075,              0.0003764,              0.0003764,              0.0003764
                     43,                 2.6858,                 1.0729,                 2.1996,                0.95694,                0.93929,                0.98219,                0.59973,                 2.7891,                0.96012,                  2.255,              0.0003368,              0.0003368,              0.0003368
                     44,                 2.6425,                 1.0606,                 2.1904,                0.97107,                0.94621,                0.98161,                0.61259,                 2.7606,                0.93833,                 2.2368,              0.0002972,              0.0002972,              0.0002972
                     45,                 2.5793,                 1.0275,                 2.1611,                0.96139,                0.95677,                0.98448,                0.61391,                 2.7335,                0.93713,                  2.227,              0.0002576,              0.0002576,              0.0002576
                     46,                 2.5845,                 1.0231,                 2.1734,                0.95069,                0.95581,                 0.9819,                0.61087,                 2.7386,                0.95166,                 2.2351,               0.000218,               0.000218,               0.000218
                     47,                 2.5886,                 1.0228,                 2.1776,                0.95429,                0.95293,                0.98364,                0.60753,                 2.7643,                0.94344,                 2.2365,              0.0001784,              0.0001784,              0.0001784
                     48,                 2.5984,                 1.0349,                 2.1408,                0.95715,                0.94419,                0.98426,                0.60593,                 2.7586,                 0.9452,                 2.2506,              0.0001388,              0.0001388,              0.0001388
                     49,                 2.5572,                 1.0078,                 2.1554,                0.95754,                0.95581,                0.98518,                0.61153,                 2.7385,                0.92497,                 2.2328,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 2.5631,                 1.0122,                 2.1432,                 0.9575,                0.95236,                0.98482,                0.60938,                 2.7356,                0.93193,                 2.2343,               5.96e-05,               5.96e-05,               5.96e-05
