                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 2.8846,                 1.2099,                  2.166,                0.95795,                0.94095,                0.97833,                0.59609,                  2.803,                0.98876,                 2.2695,              0.0007724,              0.0007724,              0.0007724
                     33,                  2.888,                  1.224,                 2.1749,                0.96468,                0.91816,                 0.9764,                0.57146,                  2.912,                 1.0483,                 2.3039,              0.0007328,              0.0007328,              0.0007328
                     34,                 2.8266,                 1.1791,                 2.1431,                0.96035,                0.94044,                0.98154,                0.60639,                 2.7599,                0.96313,                 2.2339,              0.0006932,              0.0006932,              0.0006932
                     35,                 2.8104,                 1.1722,                  2.154,                0.95435,                0.94621,                0.98069,                0.60386,                 2.7726,                0.95913,                 2.2476,              0.0006536,              0.0006536,              0.0006536
                     36,                 2.8057,                 1.1918,                 2.1314,                0.96538,                0.93742,                0.98104,                0.60058,                 2.7863,                0.96687,                 2.2436,               0.000614,               0.000614,               0.000614
                     37,                 2.8152,                 1.1691,                 2.1304,                0.96441,                0.93702,                0.98188,                0.60277,                 2.7629,                 0.9622,                 2.2424,              0.0005744,              0.0005744,              0.0005744
                     38,                 2.7789,                 1.1457,                 2.1065,                0.95812,                0.94909,                0.98272,                0.60372,                 2.7628,                0.95966,                 2.2419,              0.0005348,              0.0005348,              0.0005348
                     39,                 2.7853,                 1.1491,                 2.1254,                0.96079,                0.94717,                0.98509,                 0.6087,                 2.7548,                0.94455,                 2.2266,              0.0004952,              0.0004952,              0.0004952
                     40,                 2.7417,                 1.1336,                 2.1161,                0.95496,                0.96158,                0.98621,                 0.6066,                 2.7456,                0.94635,                 2.2327,              0.0004556,              0.0004556,              0.0004556
                     41,                 2.6708,                 1.0776,                 2.1989,                 0.9544,                0.94717,                0.97796,                0.59096,                 2.8081,                0.98153,                 2.2651,               0.000416,               0.000416,               0.000416
                     42,                 2.6352,                 1.1628,                 2.2142,                0.96877,                0.94621,                0.98311,                0.59455,                 2.8197,                0.96157,                 2.2644,              0.0003764,              0.0003764,              0.0003764
                     43,                 2.7259,                 1.0787,                 2.2147,                0.96194,                0.94717,                0.98443,                0.59717,                 2.8043,                0.96431,                 2.2531,              0.0003368,              0.0003368,              0.0003368
                     44,                 2.6826,                 1.0763,                 2.1973,                0.95683,                 0.9582,                0.98566,                 0.6091,                 2.7353,                0.93546,                 2.2264,              0.0002972,              0.0002972,              0.0002972
                     45,                 2.6174,                 1.0179,                 2.1762,                0.97064,                0.94813,                0.98524,                 0.6087,                 2.7297,                0.93303,                 2.2281,              0.0002576,              0.0002576,              0.0002576
                     46,                  2.617,                 1.0226,                  2.189,                0.97426,                0.95197,                0.98653,                0.60839,                 2.7483,                 0.9329,                 2.2326,               0.000218,               0.000218,               0.000218
                     47,                 2.6044,                 1.0483,                 2.2039,                0.97115,                0.94717,                0.98604,                0.60863,                 2.7373,                 0.9216,                 2.2264,              0.0001784,              0.0001784,              0.0001784
                     48,                 2.5938,                 1.0153,                 2.1622,                0.96709,                0.95966,                  0.987,                0.60797,                 2.7447,                0.92494,                  2.228,              0.0001388,              0.0001388,              0.0001388
                     49,                 2.6157,                 1.0489,                 2.1835,                0.97175,                 0.9414,                0.98508,                0.60835,                 2.7362,                0.92225,                 2.2267,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 2.5669,                 1.0037,                 2.1426,                0.96744,                0.95101,                0.98584,                0.61111,                 2.7329,                0.91931,                  2.228,               5.96e-05,               5.96e-05,               5.96e-05
