                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 2.5512,                0.96977,                 2.0321,                0.97098,                0.96435,                0.98747,                0.60802,                 2.8527,                0.90093,                 2.3108,              0.0015644,              0.0015644,              0.0015644
                     46,                 2.4989,                0.94894,                 2.0501,                0.97651,                0.95836,                0.98852,                0.59959,                 2.8478,                0.93261,                 2.2919,              0.0015545,              0.0015545,              0.0015545
                     47,                 2.4242,                0.93286,                 2.0346,                0.96547,                0.96701,                 0.9862,                0.59826,                 2.9195,                0.92334,                 2.3432,              0.0015446,              0.0015446,              0.0015446
                     48,                 2.4264,                0.92152,                 1.9962,                0.97874,                0.95773,                0.98733,                0.61613,                  2.821,                0.86924,                 2.2882,              0.0015347,              0.0015347,              0.0015347
                     49,                 2.4436,                0.93697,                 2.0019,                0.97655,                0.96001,                0.98875,                0.60251,                 2.8788,                0.89631,                 2.3296,              0.0015248,              0.0015248,              0.0015248
                     50,                  2.435,                0.94721,                 2.0143,                0.98091,                0.95197,                0.98729,                0.61182,                 2.8432,                0.88051,                 2.3016,              0.0015149,              0.0015149,              0.0015149
                     51,                 2.4117,                 0.9436,                 2.0385,                0.97657,                0.95773,                0.98635,                0.61194,                 2.8459,                0.88751,                 2.2978,               0.001505,               0.001505,               0.001505
                     52,                 2.4188,                0.93285,                 2.0015,                0.97481,                0.97214,                0.99097,                0.60505,                 2.8169,                0.90181,                 2.3035,              0.0014951,              0.0014951,              0.0014951
                     53,                 2.4204,                0.92267,                 2.0099,                0.97802,                0.96446,                0.99045,                0.61002,                 2.8341,                0.87645,                 2.3044,              0.0014852,              0.0014852,              0.0014852
                     54,                 2.4025,                0.91448,                 2.0128,                0.97626,                0.96542,                0.98948,                0.60738,                  2.861,                 0.8778,                 2.3078,              0.0014753,              0.0014753,              0.0014753
                     55,                 2.4511,                0.96895,                 2.0893,                 0.9729,                0.96553,                0.98903,                0.59705,                 2.9118,                0.90264,                 2.3449,              0.0014654,              0.0014654,              0.0014654
                     56,                 2.4187,                0.92182,                 2.0006,                0.97107,                0.96744,                0.98882,                0.60752,                 2.8459,                0.87689,                 2.2965,              0.0014555,              0.0014555,              0.0014555
                     57,                 2.4097,                0.92995,                 1.9969,                0.95468,                 0.9713,                0.98902,                 0.6106,                 2.8522,                0.88261,                 2.3025,              0.0014456,              0.0014456,              0.0014456
                     58,                 2.3838,                0.91737,                  2.003,                0.97357,                0.96158,                0.98921,                0.59763,                 2.8803,                0.89814,                 2.3269,              0.0014357,              0.0014357,              0.0014357
                     59,                 2.4225,                0.94308,                 1.9818,                0.97907,                0.95869,                0.98911,                0.60864,                 2.8304,                 0.9051,                 2.3014,              0.0014258,              0.0014258,              0.0014258
                     60,                 2.3165,                0.88754,                 1.9928,                0.97757,                 0.9629,                0.98895,                0.60496,                 2.8568,                0.88664,                 2.3204,              0.0014159,              0.0014159,              0.0014159
                     61,                 2.3725,                 0.9086,                 1.9831,                0.96802,                 0.9683,                0.98848,                 0.6054,                 2.9021,                0.89392,                 2.3203,               0.001406,               0.001406,               0.001406
                     62,                 2.3851,                0.89913,                 1.9878,                0.97293,                0.96662,                 0.9877,                0.61484,                 2.8415,                0.87593,                  2.312,              0.0013961,              0.0013961,              0.0013961
                     63,                 2.4061,                 0.9251,                 1.9782,                0.97112,                0.96914,                0.98983,                0.60882,                 2.8359,                0.89112,                 2.3107,              0.0013862,              0.0013862,              0.0013862
                     64,                 2.4272,                0.93381,                 2.0456,                0.97763,                0.96555,                0.98955,                 0.6085,                 2.8475,                0.87638,                 2.3115,              0.0013763,              0.0013763,              0.0013763
                     65,                 2.3306,                0.89012,                 1.9717,                0.97207,                 0.9695,                0.98919,                0.60233,                 2.8958,                0.89244,                 2.3307,              0.0013664,              0.0013664,              0.0013664
                     66,                 2.3643,                0.89805,                 2.0029,                0.97814,                0.96542,                0.98896,                0.60533,                 2.8638,                0.87897,                 2.3245,              0.0013565,              0.0013565,              0.0013565
                     67,                 2.4033,                0.92837,                 1.9995,                0.97869,                0.97038,                0.99069,                0.60946,                 2.8448,                0.86824,                 2.3013,              0.0013466,              0.0013466,              0.0013466
                     68,                 2.3745,                0.91966,                 1.9862,                0.96927,                0.97406,                0.98978,                0.61105,                 2.8452,                0.87446,                 2.3092,              0.0013367,              0.0013367,              0.0013367
                     69,                 2.3037,                0.88125,                 1.9836,                0.97764,                0.96582,                0.99054,                0.60467,                 2.8674,                 0.8709,                 2.3199,              0.0013268,              0.0013268,              0.0013268
                     70,                 2.3537,                0.91119,                 1.9898,                0.97679,                0.96926,                0.99059,                0.60808,                 2.8669,                0.88268,                 2.3229,              0.0013169,              0.0013169,              0.0013169
                     71,                 2.3188,                0.93939,                  1.977,                0.97702,                0.96926,                0.98903,                0.61314,                 2.8548,                0.87449,                 2.3163,               0.001307,               0.001307,               0.001307
                     72,                  2.367,                0.90026,                 1.9897,                0.97422,                 0.9683,                0.98959,                0.61225,                 2.8651,                0.87017,                 2.3308,              0.0012971,              0.0012971,              0.0012971
                     73,                  2.392,                0.91741,                 1.9971,                0.97399,                0.97107,                0.98973,                 0.6096,                 2.8461,                0.89281,                 2.3142,              0.0012872,              0.0012872,              0.0012872
                     74,                 2.3777,                0.90807,                 1.9961,                0.96724,                 0.9683,                0.98959,                0.61048,                 2.8276,                0.90252,                 2.3013,              0.0012773,              0.0012773,              0.0012773
                     75,                 2.3641,                0.91216,                 1.9829,                0.98044,                0.96305,                0.99058,                0.61421,                 2.8287,                0.88845,                 2.3072,              0.0012674,              0.0012674,              0.0012674
                     76,                 2.3412,                0.88869,                 1.9905,                0.98747,                0.96446,                 0.9911,                0.61532,                 2.8197,                0.86049,                 2.2983,              0.0012575,              0.0012575,              0.0012575
                     77,                 2.3499,                0.97165,                 2.0003,                0.97995,                 0.9635,                0.99055,                 0.6154,                 2.8424,                0.86688,                  2.311,              0.0012476,              0.0012476,              0.0012476
                     78,                 2.3134,                0.88396,                 1.9799,                0.97622,                0.95965,                0.98951,                0.60808,                 2.8719,                 0.8918,                 2.3248,              0.0012377,              0.0012377,              0.0012377
                     79,                 2.3196,                0.88717,                 1.9727,                0.97303,                0.97039,                0.99019,                0.62203,                 2.8065,                0.86856,                 2.2934,              0.0012278,              0.0012278,              0.0012278
                     80,                 2.3636,                0.91274,                  1.995,                0.96987,                0.96734,                0.98957,                0.60507,                 2.8681,                0.89623,                 2.3227,              0.0012179,              0.0012179,              0.0012179
                     81,                 2.3461,                0.90216,                 1.9649,                0.97583,                0.96957,                0.99049,                0.61025,                 2.8585,                0.88032,                 2.3321,               0.001208,               0.001208,               0.001208
                     82,                 2.3533,                0.89739,                 2.0126,                0.97218,                0.97363,                0.98987,                0.60796,                 2.8611,                0.88346,                 2.3249,              0.0011981,              0.0011981,              0.0011981
                     83,                  2.373,                0.92518,                 1.9989,                0.97814,                0.97791,                0.99148,                0.61305,                 2.8262,                0.86837,                 2.3047,              0.0011882,              0.0011882,              0.0011882
                     84,                 2.3015,                0.87655,                  1.969,                0.97786,                0.96926,                0.99112,                0.61135,                 2.8702,                 0.8707,                 2.3211,              0.0011783,              0.0011783,              0.0011783
                     85,                 2.3353,                0.89619,                 1.9989,                 0.9769,                0.97517,                0.99129,                0.60596,                 2.8662,                0.88098,                 2.3213,              0.0011684,              0.0011684,              0.0011684
                     86,                 2.3418,                0.89311,                 1.9783,                0.97667,                0.96505,                0.98903,                0.61264,                 2.8443,                 0.8742,                 2.3144,              0.0011585,              0.0011585,              0.0011585
                     87,                 2.3191,                0.88761,                  1.946,                0.97415,                0.97758,                0.99041,                0.61504,                 2.8266,                 0.8633,                 2.3138,              0.0011486,              0.0011486,              0.0011486
                     88,                 2.3084,                0.88362,                 1.9886,                0.97756,                0.96254,                 0.9899,                0.61147,                 2.8467,                0.86642,                 2.3188,              0.0011387,              0.0011387,              0.0011387
                     89,                 2.3091,                0.88565,                 1.9812,                 0.9769,                0.97501,                0.99079,                0.61084,                 2.8393,                0.87518,                 2.3136,              0.0011288,              0.0011288,              0.0011288
                     90,                 2.3239,                0.88647,                 1.9641,                0.96803,                0.97598,                0.98968,                0.60663,                 2.8477,                0.88841,                 2.3162,              0.0011189,              0.0011189,              0.0011189
                     91,                 2.3138,                0.88905,                 1.9705,                 0.9805,                0.96599,                0.98966,                0.60865,                  2.852,                0.86874,                   2.32,               0.001109,               0.001109,               0.001109
                     92,                 2.2746,                0.87389,                 1.9478,                0.97611,                0.97118,                0.98941,                0.60821,                 2.8576,                0.87737,                 2.3247,              0.0010991,              0.0010991,              0.0010991
                     93,                 2.2578,                0.89059,                 1.9608,                0.98053,                0.96768,                0.98954,                0.61375,                 2.8275,                0.86043,                 2.3042,              0.0010892,              0.0010892,              0.0010892
                     94,                 2.3104,                0.91894,                 1.9908,                0.98067,                0.97453,                0.99082,                0.61329,                 2.8248,                0.87126,                  2.309,              0.0010793,              0.0010793,              0.0010793
                     95,                 2.2694,                 0.8875,                 1.9865,                0.98143,                0.96734,                0.99098,                 0.6016,                 2.8566,                0.87348,                 2.3285,              0.0010694,              0.0010694,              0.0010694
                     96,                 2.2873,                0.87369,                 1.9464,                0.98461,                0.96158,                0.99063,                0.61276,                 2.8344,                0.86288,                 2.3277,              0.0010595,              0.0010595,              0.0010595
                     97,                 2.3194,                0.89824,                 1.9883,                0.98744,                0.96061,                0.98974,                0.61716,                 2.8184,                0.85902,                 2.3089,              0.0010496,              0.0010496,              0.0010496
                     98,                 2.2843,                0.88402,                 1.9585,                0.98615,                0.95789,                0.99035,                0.61833,                 2.8353,                0.86819,                 2.3062,              0.0010397,              0.0010397,              0.0010397
                     99,                 2.2668,                 1.0444,                  1.975,                0.98708,                0.95375,                0.98901,                0.62186,                 2.7851,                0.85684,                 2.3066,              0.0010298,              0.0010298,              0.0010298
                    100,                 2.2559,                0.86732,                  1.976,                 0.9858,                0.95965,                0.98916,                0.61005,                 2.8572,                0.87344,                 2.3378,              0.0010199,              0.0010199,              0.0010199
                    101,                 2.3236,                0.89059,                  1.969,                0.98048,                0.96517,                0.98885,                0.60483,                 2.8704,                0.86241,                 2.3335,                0.00101,                0.00101,                0.00101
                    102,                 2.2815,                0.87508,                 1.9479,                0.98302,                0.96638,                0.98966,                0.61208,                 2.8539,                0.87275,                 2.3315,              0.0010001,              0.0010001,              0.0010001
                    103,                 2.2736,                0.87761,                 1.9587,                0.98155,                0.97093,                0.99059,                0.61532,                 2.8246,                0.86668,                 2.3108,              0.0009902,              0.0009902,              0.0009902
                    104,                 2.2511,                0.86072,                 1.9342,                0.97682,                0.97167,                0.99105,                 0.6135,                 2.8317,                0.88455,                 2.3219,              0.0009803,              0.0009803,              0.0009803
                    105,                 2.2596,                0.87842,                 1.9425,                0.97295,                0.97118,                 0.9891,                  0.605,                 2.8701,                0.88447,                 2.3392,              0.0009704,              0.0009704,              0.0009704
                    106,                 2.2494,                0.87769,                 1.9616,                0.97994,                0.96926,                 0.9899,                0.60686,                  2.866,                0.87643,                 2.3316,              0.0009605,              0.0009605,              0.0009605
                    107,                 2.2824,                0.88987,                 2.0078,                0.98046,                0.96412,                0.98988,                0.61028,                 2.8655,                0.87738,                 2.3368,              0.0009506,              0.0009506,              0.0009506
                    108,                 2.2628,                 0.8725,                   1.94,                  0.974,                0.97175,                0.99041,                0.61646,                   2.83,                0.86851,                 2.3209,              0.0009407,              0.0009407,              0.0009407
                    109,                 2.2555,                 0.8697,                  1.968,                 0.9806,                0.97101,                0.98968,                0.60783,                  2.882,                0.87976,                 2.3464,              0.0009308,              0.0009308,              0.0009308
                    110,                  2.257,                0.87667,                 1.9297,                0.98236,                0.96267,                 0.9904,                0.60094,                 2.8965,                0.88463,                 2.3549,              0.0009209,              0.0009209,              0.0009209
                    111,                 2.3028,                0.89184,                 1.9444,                0.98387,                 0.9731,                 0.9914,                0.60962,                 2.8641,                0.85864,                 2.3466,               0.000911,               0.000911,               0.000911
                    112,                 2.2337,                0.93823,                 1.9585,                0.97782,                0.97404,                0.99103,                 0.6044,                 2.8759,                0.87268,                 2.3486,              0.0009011,              0.0009011,              0.0009011
                    113,                 2.2716,                0.88037,                 1.9398,                0.97317,                0.97548,                 0.9904,                0.60991,                 2.8546,                0.87155,                 2.3427,              0.0008912,              0.0008912,              0.0008912
                    114,                 2.2523,                  0.867,                 1.9453,                 0.9803,                0.97022,                0.99011,                0.60697,                  2.857,                0.87682,                 2.3286,              0.0008813,              0.0008813,              0.0008813
                    115,                 2.2403,                 0.8651,                 1.9432,                0.98435,                 0.9683,                0.99101,                0.61258,                 2.8467,                0.86264,                  2.329,              0.0008714,              0.0008714,              0.0008714
                    116,                 2.1917,                0.84056,                 1.9194,                0.97809,                0.97406,                0.99077,                0.61327,                 2.8335,                0.86788,                 2.3305,              0.0008615,              0.0008615,              0.0008615
                    117,                 2.1787,                0.84018,                 1.9417,                0.97398,                0.97088,                0.98876,                0.60701,                 2.8777,                0.87886,                 2.3499,              0.0008516,              0.0008516,              0.0008516
                    118,                 2.2127,                0.85345,                 1.9345,                0.98049,                 0.9635,                0.98848,                0.61187,                 2.8425,                0.86411,                 2.3293,              0.0008417,              0.0008417,              0.0008417
                    119,                 2.2106,                0.85036,                 1.9348,                0.96856,                0.97658,                0.99036,                0.60535,                 2.8692,                0.87859,                 2.3447,              0.0008318,              0.0008318,              0.0008318
                    120,                 2.1838,                0.85092,                 1.9303,                0.97572,                0.96496,                0.98955,                0.61017,                 2.8368,                0.86322,                 2.3274,              0.0008219,              0.0008219,              0.0008219
                    121,                 2.2062,                0.91121,                 1.9742,                0.97957,                0.96728,                0.98937,                0.61335,                 2.8394,                0.86922,                 2.3369,               0.000812,               0.000812,               0.000812
                    122,                 2.2162,                0.92173,                 1.9478,                0.97784,                0.97487,                0.98955,                0.61288,                 2.8518,                 0.8641,                 2.3437,              0.0008021,              0.0008021,              0.0008021
                    123,                 2.1949,                0.85393,                  1.949,                0.97307,                0.97197,                0.98944,                0.61147,                 2.8423,                0.86823,                 2.3368,              0.0007922,              0.0007922,              0.0007922
                    124,                 2.2139,                0.84554,                 1.9356,                0.97967,                 0.9731,                0.99061,                0.61229,                 2.8455,                0.86637,                 2.3392,              0.0007823,              0.0007823,              0.0007823
                    125,                 2.2381,                0.86396,                 1.9718,                0.98043,                0.96268,                0.98906,                0.61045,                 2.8546,                0.86553,                 2.3487,              0.0007724,              0.0007724,              0.0007724
                    126,                 2.1503,                0.82489,                 1.9465,                0.97603,                0.97782,                0.98951,                0.60922,                 2.8445,                0.86135,                 2.3379,              0.0007625,              0.0007625,              0.0007625
                    127,                 2.1519,                0.84369,                 1.9295,                0.97795,                0.97982,                0.99054,                0.60899,                 2.8546,                0.86077,                 2.3462,              0.0007526,              0.0007526,              0.0007526
                    128,                 2.1987,                0.86171,                 1.9361,                0.97763,                0.97406,                 0.9905,                0.60647,                 2.8681,                 0.8745,                 2.3566,              0.0007427,              0.0007427,              0.0007427
                    129,                 2.1256,                0.81881,                 1.9193,                0.97731,                0.97118,                0.99014,                0.61034,                 2.8533,                0.86601,                 2.3531,              0.0007328,              0.0007328,              0.0007328
                    130,                 2.1844,                0.84999,                 1.9332,                0.97408,                0.97466,                0.98996,                0.61192,                  2.843,                0.85534,                  2.344,              0.0007229,              0.0007229,              0.0007229
                    131,                   2.11,                0.82004,                 1.9389,                0.97688,                0.97432,                0.99037,                0.61439,                 2.8183,                 0.8683,                 2.3332,               0.000713,               0.000713,               0.000713
                    132,                 2.1622,                0.86075,                 1.9452,                0.98119,                0.96542,                 0.9893,                0.61005,                 2.8362,                0.86863,                 2.3372,              0.0007031,              0.0007031,              0.0007031
                    133,                 2.1855,                0.84415,                 1.9361,                0.97051,                0.98009,                0.99063,                0.60977,                 2.8525,                0.87712,                 2.3468,              0.0006932,              0.0006932,              0.0006932
                    134,                  2.163,                0.83734,                 1.9302,                0.98365,                0.96926,                0.99072,                 0.6102,                 2.8471,                0.87081,                 2.3503,              0.0006833,              0.0006833,              0.0006833
                    135,                  2.158,                0.82709,                 1.9335,                0.98171,                0.97963,                0.99216,                0.60618,                 2.8796,                0.86646,                 2.3592,              0.0006734,              0.0006734,              0.0006734
                    136,                 2.2156,                0.86171,                 1.9321,                0.98257,                0.97022,                0.99102,                 0.6103,                 2.8425,                0.85632,                 2.3334,              0.0006635,              0.0006635,              0.0006635
                    137,                 2.1528,                0.83956,                 1.9151,                0.98162,                0.97463,                0.99021,                0.60777,                 2.8542,                0.87675,                 2.3392,              0.0006536,              0.0006536,              0.0006536
                    138,                 2.1311,                0.82393,                 1.9099,                0.97687,                 0.9731,                0.99136,                0.61343,                  2.838,                0.86441,                   2.34,              0.0006437,              0.0006437,              0.0006437
                    139,                  2.132,                0.82476,                 1.9292,                0.98914,                 0.9683,                0.99099,                0.61267,                 2.8418,                0.86247,                 2.3436,              0.0006338,              0.0006338,              0.0006338
                    140,                 2.1066,                0.82208,                  1.904,                 0.9844,                0.96991,                0.99098,                0.61544,                 2.8269,                0.85417,                 2.3371,              0.0006239,              0.0006239,              0.0006239
                    141,                 2.1776,                0.84286,                 1.9288,                0.97418,                0.97406,                0.99064,                0.60991,                 2.8637,                0.86863,                 2.3591,               0.000614,               0.000614,               0.000614
                    142,                   2.17,                0.87038,                  1.938,                0.98531,                0.96636,                0.99054,                0.61522,                 2.8392,                0.86884,                 2.3365,              0.0006041,              0.0006041,              0.0006041
                    143,                 2.1154,                 0.8169,                 1.9041,                 0.9788,                0.97588,                0.99043,                0.60893,                 2.8648,                0.86551,                 2.3558,              0.0005942,              0.0005942,              0.0005942
                    144,                 2.1349,                0.82369,                 1.9212,                0.97698,                0.97839,                 0.9906,                 0.6077,                   2.87,                0.86652,                 2.3585,              0.0005843,              0.0005843,              0.0005843
                    145,                 2.1211,                 0.8159,                 1.9278,                0.98635,                0.97406,                0.99135,                0.61223,                 2.8471,                0.85876,                 2.3473,              0.0005744,              0.0005744,              0.0005744
                    146,                 2.1454,                0.82767,                 1.8979,                 0.9748,                0.97598,                0.99102,                 0.6144,                  2.862,                0.86529,                 2.3535,              0.0005645,              0.0005645,              0.0005645
                    147,                 2.1389,                0.82932,                 1.9308,                0.98417,                0.97214,                0.99014,                0.60834,                 2.8727,                0.87597,                 2.3652,              0.0005546,              0.0005546,              0.0005546
                    148,                 2.1522,                 0.8325,                 1.9172,                0.98436,                0.96713,                 0.9899,                0.60998,                   2.87,                0.87727,                 2.3617,              0.0005447,              0.0005447,              0.0005447
                    149,                 2.0869,                0.80837,                 1.9049,                0.98438,                0.96865,                 0.9905,                 0.6084,                 2.8599,                0.87291,                 2.3513,              0.0005348,              0.0005348,              0.0005348
                    150,                 2.0907,                0.88699,                 1.9116,                0.98252,                0.96638,                0.99035,                0.60923,                 2.8471,                0.85961,                 2.3491,              0.0005249,              0.0005249,              0.0005249
                    151,                 2.0874,                0.80816,                 1.9145,                0.97879,                 0.9752,                0.98961,                0.61398,                 2.8382,                0.86531,                 2.3471,               0.000515,               0.000515,               0.000515
                    152,                 2.0926,                0.81066,                 1.9187,                0.97508,                0.97502,                0.99043,                0.60997,                 2.8458,                 0.8651,                 2.3439,              0.0005051,              0.0005051,              0.0005051
                    153,                 2.0598,                 0.8003,                 1.9111,                 0.9799,                0.96926,                0.99028,                0.61262,                 2.8497,                0.85885,                 2.3519,              0.0004952,              0.0004952,              0.0004952
                    154,                 2.1035,                 0.8182,                 1.8982,                0.98296,                 0.9683,                0.99022,                 0.6111,                  2.864,                0.87028,                 2.3533,              0.0004853,              0.0004853,              0.0004853
