epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,631.484,2.76717,1.09666,2.09945,0.95898,0.96575,0.98666,0.61407,2.76016,0.91824,2.25011,0.0008714,0.0008714,0.0008714
59,641.853,2.74309,1.08843,2.09082,0.96181,0.96254,0.98805,0.61711,2.73008,0.90965,2.23266,0.0008516,0.0008516,0.0008516
60,652.192,2.67569,1.05717,2.0875,0.95495,0.9571,0.98647,0.60408,2.77297,0.95178,2.2539,0.0008318,0.0008318,0.0008318
61,662.382,2.74407,1.07436,2.09543,0.97326,0.95965,0.98686,0.60569,2.77506,0.91996,2.25343,0.000812,0.000812,0.000812
62,672.892,2.71907,1.07084,2.07844,0.95993,0.96653,0.98571,0.61305,2.74674,0.90632,2.2381,0.0007922,0.0007922,0.0007922
63,683.266,2.7036,1.0805,2.07853,0.95646,0.96254,0.98475,0.60605,2.76644,0.93647,2.25022,0.0007724,0.0007724,0.0007724
64,693.348,2.65621,1.03807,2.08113,0.97424,0.94463,0.98285,0.61177,2.7818,0.9205,2.26187,0.0007526,0.0007526,0.0007526
65,703.471,2.6493,1.03705,2.0689,0.95604,0.9609,0.9836,0.61265,2.76925,0.92006,2.24617,0.0007328,0.0007328,0.0007328
66,713.668,2.68217,1.0469,2.09819,0.96805,0.96062,0.98713,0.61194,2.77367,0.92502,2.24196,0.000713,0.000713,0.000713
67,724.106,2.66215,1.04044,2.08009,0.96484,0.96254,0.98542,0.60923,2.80491,0.92656,2.25307,0.0006932,0.0006932,0.0006932
68,734.412,2.68556,1.0523,2.09274,0.96849,0.96158,0.98786,0.61485,2.74045,0.91487,2.23803,0.0006734,0.0006734,0.0006734
69,744.489,2.65053,1.03324,2.09263,0.9708,0.95805,0.98658,0.61049,2.76262,0.91225,2.25019,0.0006536,0.0006536,0.0006536
70,754.608,2.63652,1.02711,2.08453,0.98025,0.95366,0.98805,0.61667,2.76091,0.90179,2.24344,0.0006338,0.0006338,0.0006338
71,764.829,2.64123,1.03716,2.06269,0.96879,0.95434,0.98611,0.61452,2.76581,0.92175,2.25694,0.000614,0.000614,0.000614
72,775.045,2.64239,1.03727,2.07107,0.9794,0.95916,0.98734,0.61349,2.78436,0.90882,2.26418,0.0005942,0.0005942,0.0005942
73,785.095,2.61361,1.02241,2.07676,0.96072,0.96325,0.9867,0.6095,2.78778,0.91303,2.26461,0.0005744,0.0005744,0.0005744
74,795.263,2.64452,1.03837,2.06631,0.96539,0.96254,0.98664,0.61654,2.73036,0.88788,2.23325,0.0005546,0.0005546,0.0005546
75,805.639,2.64365,1.03429,2.06686,0.97549,0.95773,0.98752,0.6182,2.73629,0.89231,2.23195,0.0005348,0.0005348,0.0005348
76,815.982,2.56521,0.99802,2.05248,0.96436,0.95965,0.98738,0.6152,2.75373,0.88937,2.2363,0.000515,0.000515,0.000515
77,826.303,2.60676,1.0164,2.05287,0.95991,0.96609,0.98698,0.61008,2.76844,0.90257,2.24843,0.0004952,0.0004952,0.0004952
78,836.642,2.61298,1.02547,2.0549,0.95822,0.96254,0.98555,0.61697,2.75354,0.90997,2.24536,0.0004754,0.0004754,0.0004754
79,846.773,2.61985,1.01883,2.0516,0.96609,0.95965,0.98806,0.61682,2.76286,0.8875,2.24585,0.0004556,0.0004556,0.0004556
80,856.947,2.58164,1.01718,2.0524,0.97075,0.95869,0.98678,0.61935,2.74621,0.88958,2.24663,0.0004358,0.0004358,0.0004358
81,867.186,2.57407,0.99755,2.0413,0.9694,0.95677,0.98712,0.60655,2.81052,0.91198,2.26339,0.000416,0.000416,0.000416
82,877.435,2.59389,1.02152,2.04794,0.96968,0.95241,0.98817,0.61569,2.75891,0.8924,2.24457,0.0003962,0.0003962,0.0003962
83,887.662,2.60524,1.02162,2.04196,0.97045,0.96061,0.98887,0.62007,2.72651,0.89054,2.23627,0.0003764,0.0003764,0.0003764
84,897.77,2.54552,0.99859,2.04673,0.96895,0.95917,0.98908,0.61811,2.74147,0.88771,2.24014,0.0003566,0.0003566,0.0003566
85,907.867,2.56051,1.00939,2.05491,0.97644,0.9554,0.98852,0.61987,2.73422,0.88834,2.23408,0.0003368,0.0003368,0.0003368
86,918.208,2.56355,1.00664,2.03988,0.96722,0.96369,0.98859,0.62152,2.75384,0.8786,2.24697,0.000317,0.000317,0.000317
87,928.775,2.55896,1.00004,2.02194,0.97132,0.95869,0.98863,0.61414,2.75607,0.88965,2.25252,0.0002972,0.0002972,0.0002972
88,938.917,2.5679,1.00465,2.05165,0.96754,0.95965,0.98807,0.61305,2.74542,0.893,2.24256,0.0002774,0.0002774,0.0002774
89,949.378,2.56215,1.00884,2.0344,0.97265,0.95663,0.98816,0.61405,2.74944,0.89695,2.23676,0.0002576,0.0002576,0.0002576
90,959.535,2.51525,0.98213,2.01595,0.96968,0.95242,0.98811,0.61653,2.74914,0.89429,2.23902,0.0002378,0.0002378,0.0002378
91,970.595,2.4085,0.92051,2.11237,0.96791,0.95389,0.98702,0.61807,2.73356,0.87957,2.23752,0.000218,0.000218,0.000218
92,980.364,2.40184,0.90166,2.08462,0.97209,0.94813,0.98771,0.61513,2.75081,0.88885,2.24929,0.0001982,0.0001982,0.0001982
93,989.664,2.38456,0.89456,2.08098,0.97655,0.9602,0.98859,0.62076,2.73483,0.87443,2.23906,0.0001784,0.0001784,0.0001784
94,999.01,2.39023,0.89498,2.07737,0.97424,0.95965,0.98832,0.61728,2.7478,0.88371,2.24978,0.0001586,0.0001586,0.0001586
95,1008.34,2.3977,0.89633,2.09005,0.97556,0.95842,0.98807,0.61562,2.73885,0.88577,2.24076,0.0001388,0.0001388,0.0001388
96,1017.8,2.36983,0.89128,2.08971,0.97642,0.95485,0.9878,0.61193,2.76284,0.89042,2.25343,0.000119,0.000119,0.000119
97,1027.18,2.36139,0.88581,2.06865,0.95993,0.96663,0.98767,0.61396,2.73931,0.89321,2.24031,9.92e-05,9.92e-05,9.92e-05
98,1036.57,2.36699,0.88847,2.07141,0.9747,0.95773,0.98816,0.6116,2.75761,0.89502,2.24777,7.94e-05,7.94e-05,7.94e-05
99,1045.88,2.34233,0.87542,2.08018,0.96637,0.96638,0.98761,0.61515,2.7499,0.88401,2.24368,5.96e-05,5.96e-05,5.96e-05
100,1055.27,2.3304,0.87408,2.09719,0.96243,0.96542,0.98805,0.6179,2.74303,0.88227,2.24256,3.98e-05,3.98e-05,3.98e-05
