epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
156,3098.85,2.33681,0.8878,2.03096,0.96739,0.96888,0.98888,0.61472,2.76326,0.84589,2.28264,0.0004655,0.0004655,0.0004655
157,3118.64,2.34146,0.89384,2.0148,0.9732,0.96061,0.98958,0.61762,2.77931,0.85796,2.27912,0.0004556,0.0004556,0.0004556
158,3138.59,2.34557,0.90104,2.02667,0.97199,0.96656,0.98907,0.62002,2.77972,0.8402,2.28342,0.0004457,0.0004457,0.0004457
159,3158.52,2.33904,0.89211,1.99952,0.9672,0.96542,0.98796,0.61483,2.75704,0.84673,2.28447,0.0004358,0.0004358,0.0004358
160,3178.15,2.34883,0.89405,2.00867,0.97215,0.97255,0.98857,0.61857,2.74816,0.84427,2.27381,0.0004259,0.0004259,0.0004259
161,3198,2.32589,0.88181,2.0016,0.9811,0.95773,0.98966,0.61723,2.75475,0.84293,2.27533,0.000416,0.000416,0.000416
162,3217.53,2.29999,0.86708,1.99812,0.97482,0.96446,0.98892,0.61741,2.75816,0.83032,2.27227,0.0004061,0.0004061,0.0004061
163,3237.29,2.32196,0.88827,2.00758,0.97208,0.96734,0.98751,0.61048,2.78377,0.84447,2.27931,0.0003962,0.0003962,0.0003962
164,3256.97,2.32459,0.88557,2.00299,0.97294,0.96708,0.98897,0.61716,2.77188,0.84117,2.28146,0.0003863,0.0003863,0.0003863
165,3276.69,2.3366,0.89293,2.00301,0.97382,0.96486,0.98885,0.61247,2.77983,0.84188,2.28809,0.0003764,0.0003764,0.0003764
166,3296.35,2.27875,0.86947,2.00458,0.96978,0.97695,0.98955,0.61833,2.76655,0.83553,2.27085,0.0003665,0.0003665,0.0003665
167,3315.94,2.32988,0.89085,2.01449,0.96924,0.97214,0.98979,0.6184,2.77641,0.84373,2.26871,0.0003566,0.0003566,0.0003566
168,3335.61,2.29938,0.87847,1.98771,0.97547,0.96734,0.98914,0.61655,2.75614,0.84053,2.27664,0.0003467,0.0003467,0.0003467
169,3355.48,2.30355,0.88509,1.98018,0.9767,0.96648,0.98841,0.61512,2.76845,0.84516,2.28717,0.0003368,0.0003368,0.0003368
170,3375.22,2.28963,0.87842,1.99951,0.97511,0.9731,0.989,0.6165,2.77566,0.83806,2.29045,0.0003269,0.0003269,0.0003269
171,3395.18,2.29552,0.87967,1.98422,0.96794,0.9731,0.98826,0.61467,2.78924,0.84399,2.29149,0.000317,0.000317,0.000317
172,3415,2.30725,0.88467,2.00606,0.97302,0.96997,0.98889,0.61691,2.7826,0.83398,2.27967,0.0003071,0.0003071,0.0003071
173,3434.73,2.28782,0.87881,1.99677,0.97613,0.97214,0.9898,0.61248,2.78938,0.8406,2.28213,0.0002972,0.0002972,0.0002972
174,3454.65,2.32292,0.89073,1.9924,0.97589,0.97406,0.98995,0.61935,2.7471,0.83518,2.26848,0.0002873,0.0002873,0.0002873
175,3474.4,2.27934,0.87559,1.99945,0.98297,0.96254,0.98947,0.61753,2.77273,0.83197,2.27937,0.0002774,0.0002774,0.0002774
176,3494.26,2.27739,0.87947,1.98939,0.98088,0.96254,0.98922,0.6162,2.77105,0.8335,2.28366,0.0002675,0.0002675,0.0002675
177,3514.11,2.27584,0.87509,1.99229,0.97679,0.97006,0.98964,0.61791,2.76223,0.83875,2.27966,0.0002576,0.0002576,0.0002576
178,3533.81,2.29434,0.88393,1.98068,0.97752,0.9607,0.98777,0.61471,2.77966,0.84009,2.2823,0.0002477,0.0002477,0.0002477
